police_station,day_of_week,is_weekend,hour,total_violations_historical,n_distinct_junctions,top_junctions,latitude,longitude,vehicle_type,center_code
Halasuru Gate,Saturday,True,0,78,10,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 54, 'share_pct': 69.2}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 7, 'share_pct': 9.0}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 6, 'share_pct': 7.7}, {'junction_name': 'BTP075 - Police Corner', 'count': 2, 'share_pct': 2.6}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 2, 'share_pct': 2.6}, {'junction_name': 'BTP064 - Devanga Hostel Junction', 'count': 2, 'share_pct': 2.6}, {'junction_name': 'BTP037 - KR Circle', 'count': 2, 'share_pct': 2.6}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 1, 'share_pct': 1.3}, {'junction_name': 'BTP203 - RRMR Junction', 'count': 1, 'share_pct': 1.3}, {'junction_name': 'BTP168 - MSR Building, JC Road', 'count': 1, 'share_pct': 1.3}]",12.9648917,77.58399945,SCOOTER,12.0
Halasuru Gate,Saturday,True,1,78,10,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 48, 'share_pct': 61.5}, {'junction_name': 'BTP168 - MSR Building, JC Road', 'count': 8, 'share_pct': 10.3}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 5, 'share_pct': 6.4}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 4, 'share_pct': 5.1}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 3, 'share_pct': 3.8}, {'junction_name': 'BTP037 - KR Circle', 'count': 3, 'share_pct': 3.8}, {'junction_name': 'BTP064 - Devanga Hostel Junction', 'count': 3, 'share_pct': 3.8}, {'junction_name': 'BTP077 - Halasuru Gate Junction', 'count': 2, 'share_pct': 2.6}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 1, 'share_pct': 1.3}, {'junction_name': 'BTP075 - Police Corner', 'count': 1, 'share_pct': 1.3}]",12.964292700000001,77.58397235000001,SCOOTER,12.0
Halasuru Gate,Saturday,True,2,72,12,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 45, 'share_pct': 62.5}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 5, 'share_pct': 6.9}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 5, 'share_pct': 6.9}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 4, 'share_pct': 5.6}, {'junction_name': 'BTP180 - Swagath Poornima Theatre', 'count': 4, 'share_pct': 5.6}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 2, 'share_pct': 2.8}, {'junction_name': 'BTP064 - Devanga Hostel Junction', 'count': 2, 'share_pct': 2.8}, {'junction_name': 'BTP102 - BMTC Junction, KH Road', 'count': 1, 'share_pct': 1.4}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 1, 'share_pct': 1.4}, {'junction_name': 'BTP063 - Siddalingaiah Circle', 'count': 1, 'share_pct': 1.4}, {'junction_name': 'BTP101 - Blood Bank Circle, KH Road', 'count': 1, 'share_pct': 1.4}, {'junction_name': 'BTP037 - KR Circle', 'count': 1, 'share_pct': 1.4}]",12.96506015,77.5840232,MOTOR CYCLE,12.0
Halasuru Gate,Saturday,True,3,105,8,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 73, 'share_pct': 69.5}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 10, 'share_pct': 9.5}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 6, 'share_pct': 5.7}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 5, 'share_pct': 4.8}, {'junction_name': 'BTP075 - Police Corner', 'count': 4, 'share_pct': 3.8}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 4, 'share_pct': 3.8}, {'junction_name': 'BTP168 - MSR Building, JC Road', 'count': 2, 'share_pct': 1.9}, {'junction_name': 'BTP180 - Swagath Poornima Theatre', 'count': 1, 'share_pct': 1.0}]",12.9641916,77.5836829,SCOOTER,12.0
Halasuru Gate,Saturday,True,4,161,11,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 97, 'share_pct': 60.2}, {'junction_name': 'BTP180 - Swagath Poornima Theatre', 'count': 19, 'share_pct': 11.8}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 9, 'share_pct': 5.6}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 9, 'share_pct': 5.6}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 8, 'share_pct': 5.0}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 6, 'share_pct': 3.7}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 5, 'share_pct': 3.1}, {'junction_name': 'BTP168 - MSR Building, JC Road', 'count': 4, 'share_pct': 2.5}, {'junction_name': 'BTP075 - Police Corner', 'count': 2, 'share_pct': 1.2}, {'junction_name': 'BTP064 - Devanga Hostel Junction', 'count': 1, 'share_pct': 0.6}, {'junction_name': 'BTP063 - Siddalingaiah Circle', 'count': 1, 'share_pct': 0.6}]",12.9645667,77.5839867,CAR,12.0
Halasuru Gate,Saturday,True,5,148,11,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 66, 'share_pct': 44.6}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 45, 'share_pct': 30.4}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 17, 'share_pct': 11.5}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 6, 'share_pct': 4.1}, {'junction_name': 'BTP075 - Police Corner', 'count': 5, 'share_pct': 3.4}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 2, 'share_pct': 1.4}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 2, 'share_pct': 1.4}, {'junction_name': 'BTP063 - Siddalingaiah Circle', 'count': 2, 'share_pct': 1.4}, {'junction_name': 'BTP102 - BMTC Junction, KH Road', 'count': 1, 'share_pct': 0.7}, {'junction_name': 'BTP180 - Swagath Poornima Theatre', 'count': 1, 'share_pct': 0.7}, {'junction_name': 'BTP077 - Halasuru Gate Junction', 'count': 1, 'share_pct': 0.7}]",12.9648922,77.58328905,SCOOTER,12.0
Halasuru Gate,Saturday,True,6,45,5,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 34, 'share_pct': 75.6}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 4, 'share_pct': 8.9}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 4, 'share_pct': 8.9}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 2, 'share_pct': 4.4}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 1, 'share_pct': 2.2}]",12.9649394,77.5840262,SCOOTER,12.0
Halasuru Gate,Saturday,True,7,19,4,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 11, 'share_pct': 57.9}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 4, 'share_pct': 21.1}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 3, 'share_pct': 15.8}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 1, 'share_pct': 5.3}]",12.9653198,77.5839148,SCOOTER,12.0
Halasuru Gate,Saturday,True,8,11,1,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 11, 'share_pct': 100.0}]",12.9642318,77.5839862,SCOOTER,12.0
Halasuru Gate,Saturday,True,11,9,1,"[{'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 9, 'share_pct': 100.0}]",12.9725673,77.5812786,SCOOTER,12.0
Halasuru Gate,Saturday,True,17,3,1,"[{'junction_name': 'BTP082 - KR Market Junction', 'count': 3, 'share_pct': 100.0}]",12.9651601,77.579383,PASSENGER AUTO,12.0
Halasuru Gate,Saturday,True,19,84,5,"[{'junction_name': 'BTP082 - KR Market Junction', 'count': 52, 'share_pct': 61.9}, {'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 16, 'share_pct': 19.0}, {'junction_name': 'BTP168 - MSR Building, JC Road', 'count': 14, 'share_pct': 16.7}, {'junction_name': 'BTP180 - Swagath Poornima Theatre', 'count': 1, 'share_pct': 1.2}, {'junction_name': 'BTP063 - Siddalingaiah Circle', 'count': 1, 'share_pct': 1.2}]",12.9642022,77.57966875,CAR,12.0
Halasuru Gate,Saturday,True,20,39,4,"[{'junction_name': 'BTP082 - KR Market Junction', 'count': 27, 'share_pct': 69.2}, {'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 10, 'share_pct': 25.6}, {'junction_name': 'BTP203 - RRMR Junction', 'count': 1, 'share_pct': 2.6}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 1, 'share_pct': 2.6}]",12.9643004,77.5793329,CAR,12.0
Halasuru Gate,Saturday,True,21,37,8,"[{'junction_name': 'BTP063 - Siddalingaiah Circle', 'count': 15, 'share_pct': 40.5}, {'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 15, 'share_pct': 40.5}, {'junction_name': 'BTP180 - Swagath Poornima Theatre', 'count': 2, 'share_pct': 5.4}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 1, 'share_pct': 2.7}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 1, 'share_pct': 2.7}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 1, 'share_pct': 2.7}, {'junction_name': 'BTP168 - MSR Building, JC Road', 'count': 1, 'share_pct': 2.7}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 1, 'share_pct': 2.7}]",12.9652006,77.5866597,CAR,12.0
Halasuru Gate,Saturday,True,22,41,10,"[{'junction_name': 'BTP076 - Hudson Circle', 'count': 12, 'share_pct': 29.3}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 11, 'share_pct': 26.8}, {'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 7, 'share_pct': 17.1}, {'junction_name': 'BTP064 - Devanga Hostel Junction', 'count': 3, 'share_pct': 7.3}, {'junction_name': 'BTP180 - Swagath Poornima Theatre', 'count': 2, 'share_pct': 4.9}, {'junction_name': 'BTP168 - MSR Building, JC Road', 'count': 2, 'share_pct': 4.9}, {'junction_name': 'BTP101 - Blood Bank Circle, KH Road', 'count': 1, 'share_pct': 2.4}, {'junction_name': 'BTP063 - Siddalingaiah Circle', 'count': 1, 'share_pct': 2.4}, {'junction_name': 'BTP075 - Police Corner', 'count': 1, 'share_pct': 2.4}, {'junction_name': 'BTP203 - RRMR Junction', 'count': 1, 'share_pct': 2.4}]",12.9680258,77.5863823,SCOOTER,12.0
Halasuru Gate,Saturday,True,23,49,9,"[{'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 17, 'share_pct': 34.7}, {'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 14, 'share_pct': 28.6}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 8, 'share_pct': 16.3}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 3, 'share_pct': 6.1}, {'junction_name': 'BTP063 - Siddalingaiah Circle', 'count': 2, 'share_pct': 4.1}, {'junction_name': 'BTP064 - Devanga Hostel Junction', 'count': 2, 'share_pct': 4.1}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 1, 'share_pct': 2.0}, {'junction_name': 'BTP075 - Police Corner', 'count': 1, 'share_pct': 2.0}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 1, 'share_pct': 2.0}]",12.9678996,77.5839613,SCOOTER,12.0
Halasuru Gate,Sunday,True,0,84,9,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 45, 'share_pct': 53.6}, {'junction_name': 'BTP063 - Siddalingaiah Circle', 'count': 15, 'share_pct': 17.9}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 9, 'share_pct': 10.7}, {'junction_name': 'BTP064 - Devanga Hostel Junction', 'count': 4, 'share_pct': 4.8}, {'junction_name': 'BTP075 - Police Corner', 'count': 4, 'share_pct': 4.8}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 3, 'share_pct': 3.6}, {'junction_name': 'BTP168 - MSR Building, JC Road', 'count': 2, 'share_pct': 2.4}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 1, 'share_pct': 1.2}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 1, 'share_pct': 1.2}]",12.96472655,77.5839795,SCOOTER,12.0
Halasuru Gate,Sunday,True,1,80,9,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 36, 'share_pct': 45.0}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 29, 'share_pct': 36.2}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 4, 'share_pct': 5.0}, {'junction_name': 'BTP077 - Halasuru Gate Junction', 'count': 4, 'share_pct': 5.0}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 3, 'share_pct': 3.8}, {'junction_name': 'BTP075 - Police Corner', 'count': 1, 'share_pct': 1.2}, {'junction_name': 'BTP203 - RRMR Junction', 'count': 1, 'share_pct': 1.2}, {'junction_name': 'BTP168 - MSR Building, JC Road', 'count': 1, 'share_pct': 1.2}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 1, 'share_pct': 1.2}]",12.9657263,77.58136055,SCOOTER,12.0
Halasuru Gate,Sunday,True,2,94,11,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 46, 'share_pct': 48.9}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 18, 'share_pct': 19.1}, {'junction_name': 'BTP075 - Police Corner', 'count': 13, 'share_pct': 13.8}, {'junction_name': 'BTP077 - Halasuru Gate Junction', 'count': 5, 'share_pct': 5.3}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 4, 'share_pct': 4.3}, {'junction_name': 'BTP063 - Siddalingaiah Circle', 'count': 2, 'share_pct': 2.1}, {'junction_name': 'BTP037 - KR Circle', 'count': 2, 'share_pct': 2.1}, {'junction_name': 'BTP168 - MSR Building, JC Road', 'count': 1, 'share_pct': 1.1}, {'junction_name': 'BTP203 - RRMR Junction', 'count': 1, 'share_pct': 1.1}, {'junction_name': 'BTP064 - Devanga Hostel Junction', 'count': 1, 'share_pct': 1.1}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 1, 'share_pct': 1.1}]",12.9648311,77.58397675,CAR,12.0
Halasuru Gate,Sunday,True,3,88,7,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 41, 'share_pct': 46.6}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 20, 'share_pct': 22.7}, {'junction_name': 'BTP063 - Siddalingaiah Circle', 'count': 10, 'share_pct': 11.4}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 10, 'share_pct': 11.4}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 4, 'share_pct': 4.5}, {'junction_name': 'BTP203 - RRMR Junction', 'count': 2, 'share_pct': 2.3}, {'junction_name': 'BTP075 - Police Corner', 'count': 1, 'share_pct': 1.1}]",12.964795850000002,77.58160509999999,CAR,12.0
Halasuru Gate,Sunday,True,4,195,8,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 133, 'share_pct': 68.2}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 28, 'share_pct': 14.4}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 26, 'share_pct': 13.3}, {'junction_name': 'BTP075 - Police Corner', 'count': 2, 'share_pct': 1.0}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 2, 'share_pct': 1.0}, {'junction_name': 'BTP063 - Siddalingaiah Circle', 'count': 2, 'share_pct': 1.0}, {'junction_name': 'BTP064 - Devanga Hostel Junction', 'count': 1, 'share_pct': 0.5}, {'junction_name': 'BTP102 - BMTC Junction, KH Road', 'count': 1, 'share_pct': 0.5}]",12.96463,77.5829952,SCOOTER,12.0
Halasuru Gate,Sunday,True,5,191,11,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 113, 'share_pct': 59.2}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 21, 'share_pct': 11.0}, {'junction_name': 'BTP180 - Swagath Poornima Theatre', 'count': 14, 'share_pct': 7.3}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 13, 'share_pct': 6.8}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 10, 'share_pct': 5.2}, {'junction_name': 'BTP064 - Devanga Hostel Junction', 'count': 6, 'share_pct': 3.1}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 6, 'share_pct': 3.1}, {'junction_name': 'BTP075 - Police Corner', 'count': 4, 'share_pct': 2.1}, {'junction_name': 'BTP203 - RRMR Junction', 'count': 2, 'share_pct': 1.0}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 1, 'share_pct': 0.5}, {'junction_name': 'BTP168 - MSR Building, JC Road', 'count': 1, 'share_pct': 0.5}]",12.9642451,77.5839903,SCOOTER,12.0
Halasuru Gate,Sunday,True,6,66,10,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 37, 'share_pct': 56.1}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 10, 'share_pct': 15.2}, {'junction_name': 'BTP063 - Siddalingaiah Circle', 'count': 5, 'share_pct': 7.6}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 4, 'share_pct': 6.1}, {'junction_name': 'BTP064 - Devanga Hostel Junction', 'count': 3, 'share_pct': 4.5}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 2, 'share_pct': 3.0}, {'junction_name': 'BTP180 - Swagath Poornima Theatre', 'count': 2, 'share_pct': 3.0}, {'junction_name': 'BTP075 - Police Corner', 'count': 1, 'share_pct': 1.5}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 1, 'share_pct': 1.5}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 1, 'share_pct': 1.5}]",12.964738350000001,77.5839914,CAR,12.0
Halasuru Gate,Sunday,True,7,35,5,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 23, 'share_pct': 65.7}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 5, 'share_pct': 14.3}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 4, 'share_pct': 11.4}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 2, 'share_pct': 5.7}, {'junction_name': 'BTP077 - Halasuru Gate Junction', 'count': 1, 'share_pct': 2.9}]",12.9642902,77.5825149,CAR,12.0
Halasuru Gate,Sunday,True,8,8,3,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 4, 'share_pct': 50.0}, {'junction_name': 'BTP037 - KR Circle', 'count': 3, 'share_pct': 37.5}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 1, 'share_pct': 12.5}]",12.9674436,77.5814639,GOODS AUTO,12.0
Halasuru Gate,Sunday,True,9,1,1,"[{'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 1, 'share_pct': 100.0}]",12.9728681,77.5812934,SCOOTER,12.0
Halasuru Gate,Sunday,True,11,2,1,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 2, 'share_pct': 100.0}]",12.9652648,77.58409315,SCOOTER,12.0
Halasuru Gate,Sunday,True,17,25,2,"[{'junction_name': 'BTP203 - RRMR Junction', 'count': 17, 'share_pct': 68.0}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 8, 'share_pct': 32.0}]",12.9677635,77.59217,SCOOTER,12.0
Halasuru Gate,Sunday,True,18,10,3,"[{'junction_name': 'BTP203 - RRMR Junction', 'count': 8, 'share_pct': 80.0}, {'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 1, 'share_pct': 10.0}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 1, 'share_pct': 10.0}]",12.9677635,77.5925041,SCOOTER,12.0
Halasuru Gate,Sunday,True,19,39,5,"[{'junction_name': 'BTP082 - KR Market Junction', 'count': 18, 'share_pct': 46.2}, {'junction_name': 'BTP180 - Swagath Poornima Theatre', 'count': 13, 'share_pct': 33.3}, {'junction_name': 'BTP168 - MSR Building, JC Road', 'count': 5, 'share_pct': 12.8}, {'junction_name': 'BTP203 - RRMR Junction', 'count': 2, 'share_pct': 5.1}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 1, 'share_pct': 2.6}]",12.9638572,77.5858123,GOODS AUTO,12.0
Halasuru Gate,Sunday,True,20,18,4,"[{'junction_name': 'BTP082 - KR Market Junction', 'count': 10, 'share_pct': 55.6}, {'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 4, 'share_pct': 22.2}, {'junction_name': 'BTP203 - RRMR Junction', 'count': 3, 'share_pct': 16.7}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 1, 'share_pct': 5.6}]",12.964326849999999,77.57942134999999,SCOOTER,12.0
Halasuru Gate,Sunday,True,21,3,2,"[{'junction_name': 'BTP076 - Hudson Circle', 'count': 2, 'share_pct': 66.7}, {'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 1, 'share_pct': 33.3}]",12.968129,77.5885104,CAR,12.0
Halasuru Gate,Sunday,True,22,3,3,"[{'junction_name': 'BTP180 - Swagath Poornima Theatre', 'count': 1, 'share_pct': 33.3}, {'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 1, 'share_pct': 33.3}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 1, 'share_pct': 33.3}]",12.9653197,77.5875174,CAR,12.0
Halasuru Gate,Sunday,True,23,41,4,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 27, 'share_pct': 65.9}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 12, 'share_pct': 29.3}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 1, 'share_pct': 2.4}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 1, 'share_pct': 2.4}]",12.9647983,77.583995,SCOOTER,12.0
Halasuru Gate,Thursday,False,0,50,9,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 22, 'share_pct': 44.0}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 11, 'share_pct': 22.0}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 5, 'share_pct': 10.0}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 4, 'share_pct': 8.0}, {'junction_name': 'BTP037 - KR Circle', 'count': 2, 'share_pct': 4.0}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 2, 'share_pct': 4.0}, {'junction_name': 'BTP203 - RRMR Junction', 'count': 2, 'share_pct': 4.0}, {'junction_name': 'BTP180 - Swagath Poornima Theatre', 'count': 1, 'share_pct': 2.0}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 1, 'share_pct': 2.0}]",12.96542,77.58399514999999,SCOOTER,12.0
Halasuru Gate,Thursday,False,1,68,9,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 31, 'share_pct': 45.6}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 15, 'share_pct': 22.1}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 7, 'share_pct': 10.3}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 5, 'share_pct': 7.4}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 4, 'share_pct': 5.9}, {'junction_name': 'BTP075 - Police Corner', 'count': 3, 'share_pct': 4.4}, {'junction_name': 'BTP037 - KR Circle', 'count': 1, 'share_pct': 1.5}, {'junction_name': 'BTP064 - Devanga Hostel Junction', 'count': 1, 'share_pct': 1.5}, {'junction_name': 'BTP203 - RRMR Junction', 'count': 1, 'share_pct': 1.5}]",12.96450685,77.58378809999999,SCOOTER,12.0
Halasuru Gate,Thursday,False,2,59,8,"[{'junction_name': 'BTP075 - Police Corner', 'count': 21, 'share_pct': 35.6}, {'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 17, 'share_pct': 28.8}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 7, 'share_pct': 11.9}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 5, 'share_pct': 8.5}, {'junction_name': 'BTP064 - Devanga Hostel Junction', 'count': 4, 'share_pct': 6.8}, {'junction_name': 'BTP168 - MSR Building, JC Road', 'count': 2, 'share_pct': 3.4}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 2, 'share_pct': 3.4}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 1, 'share_pct': 1.7}]",12.9680182,77.5853434,CAR,12.0
Halasuru Gate,Thursday,False,3,78,9,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 38, 'share_pct': 48.7}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 16, 'share_pct': 20.5}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 8, 'share_pct': 10.3}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 7, 'share_pct': 9.0}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 3, 'share_pct': 3.8}, {'junction_name': 'BTP075 - Police Corner', 'count': 2, 'share_pct': 2.6}, {'junction_name': 'BTP077 - Halasuru Gate Junction', 'count': 2, 'share_pct': 2.6}, {'junction_name': 'BTP064 - Devanga Hostel Junction', 'count': 1, 'share_pct': 1.3}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 1, 'share_pct': 1.3}]",12.9651104,77.5840492,SCOOTER,12.0
Halasuru Gate,Thursday,False,4,180,9,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 125, 'share_pct': 69.4}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 23, 'share_pct': 12.8}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 11, 'share_pct': 6.1}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 8, 'share_pct': 4.4}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 4, 'share_pct': 2.2}, {'junction_name': 'BTP064 - Devanga Hostel Junction', 'count': 4, 'share_pct': 2.2}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 3, 'share_pct': 1.7}, {'junction_name': 'BTP180 - Swagath Poornima Theatre', 'count': 1, 'share_pct': 0.6}, {'junction_name': 'BTP037 - KR Circle', 'count': 1, 'share_pct': 0.6}]",12.9648515,77.58403595,SCOOTER,12.0
Halasuru Gate,Thursday,False,5,151,11,"[{'junction_name': 'BTP080 - NR Road, SP Road Junction', 'count': 109, 'share_pct': 72.2}, {'junction_name': 'BTP082 - KR Market Junction', 'count': 16, 'share_pct': 10.6}, {'junction_name': 'BTP038 - Mysore Bank Junction', 'count': 6, 'share_pct': 4.0}, {'junction_name': 'BTP076 - Hudson Circle', 'count': 5, 'share_pct': 3.3}, {'junction_name': 'BTP079 - Town Hall Junction', 'count': 3, 'share_pct': 2.0}, {'junction_name': 'No Junction', 'count': 3, 'share_pct': 2.0}, {'junction_name': 'BTP168 - MSR Building, JC Road', 'count': 3, 'share_pct': 2.0}, {'junction_name': 'BTP078 - NR Square Junction', 'count': 3, 'share_pct': 2.0}, {'junction_name': 'BTP075 - Police Corner', 'count': 1, 'share_pct': 0.7}, {'junction_name': 'BTP037 - KR Circle', 'count': 1, 'share_pct': 0.7}, {'junction_name': 'BTP180 - Swagath Poornima Theatre', 'count': 1, 'share_pct': 0.7}]",12.9647554,77.5839731,SCOOTER,12.0
